4096 24576
340 3643 5
340 627 1
341 2773 4
341 2173 4
341 544 10
341 2950 5
341 1047 1
341 2535 3
342 2821 10
342 3929 10
342 3770 6
342 477 1
342 765 5
342 3666 9
342 1929 7
342 715 10
342 1941 4
342 1299 9
342 1912 7
343 375 6
343 1481 9
343 774 1
343 1516 5
343 577 3
343 1373 2
343 2822 6
343 3694 10
343 3338 2
343 1915 2
343 2461 2
344 673 7
344 3165 6
344 2635 5
345 1900 5
345 1264 7
345 1580 5
345 1310 8
345 2815 1
346 2053 2
346 2750 7
346 1522 5
346 1601 5
346 953 10
346 3764 3
346 4033 4
346 3763 1
347 3167 6
347 630 10
347 232 10
347 3228 7
348 3190 7
348 1512 8
348 274 4
348 1299 5
348 377 5
348 1327 8
348 860 5
349 1489 3
349 13 7
350 1350 10
350 3046 4
350 3254 3
350 1946 8
350 2996 1
350 395 7
350 3068 6
350 58 5
350 2429 9
350 1987 9
351 2124 4
351 2714 3
351 3312 2
351 153 7
351 2558 3
351 3051 3
352 223 8
352 2167 1
352 2974 7
352 3793 10
352 918 6
352 479 6
352 3151 3
353 2875 1
353 3343 8
353 132 4
353 2995 1
353 3006 9
353 180 10
353 3996 4
353 3742 3
354 3899 10
354 3751 6
354 2976 3
354 1914 9
354 183 2
354 3004 5
355 579 3
355 766 7
355 3381 7
355 2072 9
355 1223 8
356 1063 1
356 3020 5
356 3778 4
356 4055 2
356 1371 4
357 3756 4
357 588 3
358 328 3
358 147 3
358 2082 10
358 1860 10
359 3077 8
359 2936 10
359 3445 9
359 2795 7
359 3513 5
360 2763 7
360 73 2
360 1480 7
360 1475 5
360 966 7
361 2178 7
362 4075 8
362 3541 5
362 3507 3
362 2097 4
362 1313 2
362 2648 10
362 3037 3
363 668 3
363 3828 3
363 1366 9
363 899 5
363 1948 10
363 1540 3
363 2020 1
363 1136 4
364 3771 3
364 3581 3
364 1604 9
364 3648 9
364 3838 9
364 3980 1
364 100 5
365 3022 9
365 2117 3
365 1617 2
365 1856 4
365 8 4
365 4057 6
365 2708 6
365 3392 1
366 764 3
366 3595 5
366 2560 3
366 3670 2
366 456 6
366 542 3
366 2333 3
366 1134 7
367 3643 3
367 2835 6
367 1091 2
367 1616 2
367 1525 2
368 2960 5
368 1424 1
368 762 10
368 2380 1
368 1932 3
368 377 3
368 703 2
368 2384 3
368 1916 7
369 429 7
369 1986 10
369 1064 4
370 3871 3
370 947 10
370 1510 7
370 1722 5
370 3972 6
371 442 7
371 2630 4
371 3923 9
371 701 4
371 878 2
371 2700 1
372 609 10
372 2911 4
373 2702 4
373 925 9
373 2769 9
373 268 6
374 113 8
374 923 8
374 1044 2
374 1163 6
375 3896 8
375 1770 6
375 343 6
375 785 8
375 102 7
375 3757 6
375 2902 3
375 2140 2
376 2897 1
376 1369 7
376 853 4
376 3715 3
376 3842 10
377 2289 2
377 3955 8
377 1795 5
377 2428 6
377 212 1
377 348 5
377 368 3
377 2240 3
378 956 4
378 3489 8
378 1081 3
378 1098 7
378 2015 5
378 147 8
379 4028 2
379 1067 8
379 187 9
379 1350 6
379 1201 1
379 2986 1
380 2236 10
380 722 3
380 1902 6
380 2518 1
381 11 1
381 407 7
381 718 3
381 3125 6
381 1605 9
382 1577 2
382 1349 5
382 899 7
382 3277 4
382 188 6
382 2315 9
382 2535 8
383 2148 8
383 2422 9
383 93 10
383 3583 2
383 147 8
384 507 7
384 1484 5
384 2812 6
384 1520 6
385 1901 10
385 475 8
385 1402 4
385 1454 3
385 2988 10
385 2328 10
385 2863 5
385 1956 5
386 1655 8
386 988 3
386 421 3
386 3287 9
386 3223 7
386 2255 3
386 1825 5
386 2010 6
386 2240 7
386 2655 1
386 38 4
386 968 10
387 3451 10
388 759 1
388 1362 7
388 421 5
388 1943 8
388 1099 3
389 1756 10
389 513 7
389 3683 10
389 2108 9
389 1000 7
389 1072 3
389 2710 6
389 3839 1
390 3884 9
390 2408 8
390 3533 10
391 2453 7
391 1253 3
391 130 5
391 280 7
391 3464 3
391 1994 6
392 105 6
392 3473 2
392 1407 1
392 3019 9
393 1820 7
393 3278 9
393 16 8
393 81 1
393 1135 10
393 2509 7
393 2685 4
394 1252 3
394 585 1
394 526 8
394 1689 4
395 3582 9
395 350 7
395 2432 4
395 683 2
395 437 6
395 2594 4
395 1520 5
395 4041 9
396 612 9
396 2342 1
396 2657 7
396 1893 3
397 528 1
397 657 3
398 1296 9
398 4046 9
398 1828 4
398 2444 3
398 1655 7
399 175 9
399 648 6
399 1541 5
399 2987 10
399 944 1
400 3777 2
400 691 1
400 1904 6
400 1786 8
400 1663 6
400 1423 7
401 597 7
401 480 3
401 2398 2
401 417 10
401 2610 9
401 3464 7
402 593 6
402 2428 6
402 2220 10
402 317 6
402 1135 7
403 2762 3
403 1943 4
403 1736 3
403 975 1
403 14 6
403 3681 6
403 633 6
403 2505 4
404 3971 5
404 2618 10
404 3902 10
404 618 2
404 3249 9
405 495 4
405 4030 3
405 86 7
405 3327 2
405 28 6
405 94 4
406 1717 5
406 783 8
406 2521 10
406 4018 8
406 2156 5
406 1331 10
407 958 2
407 3362 3
407 3351 2
407 381 7
407 114 1
407 1805 7
408 1903 2
408 2663 9
409 2542 3
409 283 1
409 3931 7
409 1115 3
410 563 3
410 2584 8
410 1400 6
411 3584 5
411 2605 10
411 3338 8
411 4029 5
411 1157 1
411 1828 3
412 1982 2
412 2276 6
412 1531 4
412 626 6
412 181 7
413 3734 5
413 140 1
413 2835 1
413 3805 7
413 3094 8
414 2553 10
414 1948 1
414 69 1
414 732 5
414 786 2
414 2152 4
414 3992 10
414 2884 9
414 611 8
414 2053 1
415 3132 1
415 159 6
415 3376 4
415 3846 2
415 2703 1
415 2660 4
416 583 8
416 3563 3
416 3421 5
416 2081 8
417 1372 8
417 3802 7
417 3927 2
417 1332 1
417 401 10
417 3164 10
417 640 6
417 665 6
417 3261 4
418 1292 4
418 2037 10
418 297 8
418 607 7
419 2218 8
419 3101 1
419 298 5
419 709 3
420 472 3
420 1995 1
420 1475 7
420 3289 2
420 1152 10
420 188 1
421 2554 3
421 2655 8
421 388 5
421 386 3
421 3997 5
421 933 9
421 2941 1
421 4047 3
421 85 8
422 3850 5
422 1757 3
422 3920 3
422 1611 4
422 1817 6
422 2138 1
422 2944 4
423 244 3
423 3902 4
423 93 8
423 1614 9
423 1851 3
423 621 9
424 3211 9
424 503 4
424 3034 3
424 2328 6
425 4021 9
425 1839 6
425 221 8
425 908 9
425 2417 7
425 819 7
426 590 8
426 1940 1
426 1652 1
426 3750 3
426 191 3
427 2247 8
427 167 3
427 1034 5
428 34 9
428 295 5
428 1149 7
428 1762 6
428 1853 1
428 2450 5
429 1682 3
429 369 7
429 3726 1
429 613 4
429 3931 5
429 2214 3
430 303 7
430 1091 2
430 642 5
430 1675 8
430 743 4
430 1176 5
430 2579 1
431 2473 5
431 3862 3
431 3672 1
431 1129 8
432 1191 6
432 3790 3
432 2537 10
432 1950 3
432 2653 6
432 3653 3
432 1212 4
432 1082 10
432 147 5
432 1468 5
433 730 6
433 2640 1
433 335 7
433 2568 8
433 2719 1
433 689 3
433 686 3
433 2145 6
434 50 8
434 2911 8
434 3260 5
434 3244 5
434 3703 1
434 577 8
435 2192 6
435 1459 7
435 759 10
435 2185 10
435 895 6
435 3981 4
436 1420 3
436 2161 5
436 2529 7
436 2943 10
437 778 3
437 828 10
437 4087 7
437 2416 8
437 692 2
437 3985 6
437 395 6
438 3628 10
438 3951 7
438 3089 8
438 2571 2
438 2867 2
438 982 5
438 1022 1
439 442 4
439 2390 2
439 3345 1
439 308 2
439 3818 7
439 3433 6
440 3896 1
440 694 6
441 3157 2
441 2557 7
441 2151 9
441 2786 1
442 751 8
442 371 7
442 4051 2
442 1717 5
442 439 4
442 2833 3
442 3278 8
442 1070 4
442 459 2
442 2349 3
442 46 7
442 588 4
443 539 3
443 3371 6
443 1310 8
443 2531 5
443 2075 1
443 2766 2
444 3242 8
444 3066 4
444 2900 10
444 3021 3
444 7 6
444 3311 6
444 2171 8
444 3750 1
444 1550 1
444 756 1
444 1849 1
444 2649 6
444 1134 10
445 2693 2
445 52 3
445 2004 3
445 1782 10
445 3076 2
445 1586 7
445 3650 9
445 1705 5
445 3287 9
445 2025 8
445 1077 9
446 2233 3
446 1816 2
446 1850 7
446 273 1
446 3458 9
446 2606 6
446 83 2
446 2657 10
446 2486 4
447 4052 7
447 2874 10
448 520 4
448 2485 6
448 2587 7
448 3806 7
448 4024 4
449 3391 10
449 2760 6
449 3009 2
449 144 3
449 1414 5
449 3565 8
450 3128 9
450 3192 7
450 3333 8
450 318 1
450 3937 7
450 2027 2
451 951 10
451 2610 9
451 1260 10
452 3343 9
452 3218 6
452 3079 9
452 1587 3
452 1032 5
452 658 8
452 868 10
453 1085 10
453 749 5
453 4028 6
454 1029 3
454 3979 10
454 4001 9
454 1181 8
454 1281 6
454 320 5
455 68 4
455 4085 2
455 1857 3
455 3240 1
455 1193 2
455 525 5
455 3535 7
455 2438 6
455 1771 9
455 2812 1
455 3815 8
456 144 2
456 366 6
457 1847 2
457 1434 3
457 3170 6
457 76 1
457 3522 7
457 3703 1
457 2016 10
458 1516 1
458 1804 2
458 1727 8
458 2682 6
459 2672 5
459 687 1
459 442 2
459 314 4
459 2553 3
460 2489 5
460 1319 9
460 2001 2
460 2297 1
461 935 8
461 3378 6
461 2472 4
461 1358 4
461 1640 4
461 1958 10
462 1719 7
462 32 9
462 3620 10
462 2455 9
463 1186 8
463 3283 8
463 1937 2
463 2787 3
463 2208 6
463 1680 8
464 3348 5
464 886 5
464 213 10
464 3651 6
464 2328 5
465 3140 1
465 783 1
465 3679 2
465 486 3
465 3997 6
465 2420 2
466 3116 7
466 2596 6
466 651 1
466 594 8
467 1197 5
467 1954 5
467 2844 1
467 2550 5
467 311 2
467 3818 4
467 3099 7
467 4072 10
467 4085 9
468 1618 9
468 2572 6
468 3031 8
468 43 10
468 224 9
468 1515 2
468 1248 2
469 3187 6
469 2950 8
469 3835 5
469 2238 4
469 4030 2
469 2980 10
470 2152 8
470 1105 5
470 1238 5
470 3564 10
470 1892 3
470 1019 10
470 1351 8
470 2964 9
471 2191 9
471 4058 7
471 1366 7
471 1843 10
471 2136 7
471 210 2
471 1870 3
471 2307 8
472 1405 4
472 2098 2
472 420 3
472 3166 9
472 3400 1
472 2946 9
472 1210 6
472 850 6
472 906 3
472 256 10
472 2817 7
472 2319 10
472 1367 8
473 717 5
473 149 4
473 1035 4
473 964 3
473 1747 2
473 3494 1
473 3187 1
474 1071 8
474 2716 1
474 319 4
474 3392 7
474 851 2
474 1355 4
475 1907 2
475 385 8
475 958 1
475 933 2
475 4004 7
475 306 9
476 637 4
476 2620 10
476 131 8
476 3138 7
477 3146 5
477 3665 10
477 342 1
477 2361 7
477 3332 7
477 1153 4
477 1208 3
478 3453 5
478 2285 2
478 1692 9
478 1565 9
478 3932 5
478 1129 2
478 1282 4
478 1323 7
478 194 6
479 1363 1
479 1288 3
479 4087 2
479 3244 2
479 1408 4
479 3278 9
479 3000 8
479 84 3
479 3788 6
479 3777 9
479 352 6
480 3082 2
480 3815 8
480 401 3
480 278 7
480 1410 6
481 736 4
481 1051 2
481 2683 8
481 2580 3
481 2862 5
481 769 5
481 3626 5
481 4006 7
481 618 5
482 1977 1
482 771 7
482 4026 8
482 3212 4
483 1323 5
483 2699 8
483 3683 7
483 4081 10
483 4042 10
484 2115 5
484 2221 1
484 1006 6
485 3965 7
485 1466 5
485 2782 7
485 3883 10
486 465 3
486 3280 1
486 1152 10
486 557 9
487 1061 10
487 1181 1
487 1449 3
487 2154 9
487 3221 10
488 108 6
488 1115 10
489 2308 6
489 287 8
489 1775 5
489 1918 5
489 978 6
489 1054 9
489 848 9
489 1469 8
489 729 4
490 2086 4
490 2710 6
490 3468 2
491 2673 3
491 676 9
491 3198 4
491 985 1
491 3647 8
491 1025 7
491 1461 5
491 3741 7
491 3780 10
491 2885 8
491 37 9
491 3114 1
491 1704 4
492 2775 3
492 3515 7
492 2277 9
492 2176 1
493 3196 7
493 3231 10
493 2693 4
493 2855 8
493 1774 1
494 3426 6
494 1097 9
494 2088 8
494 178 1
495 405 4
495 3199 9
495 2633 8
495 1241 1
495 3782 8
495 3637 2
495 2732 9
495 1295 10
496 2952 8
496 585 2
496 1605 6
496 1753 6
496 3015 5
496 184 5
496 872 3
496 4030 4
496 1418 5
496 2318 7
497 3813 7
497 2012 6
497 574 7
497 2574 10
497 2898 2
498 1492 3
498 3735 7
498 2882 9
498 1446 10
498 1671 10
498 1146 3
498 2947 5
498 3150 8
499 2796 4
499 872 8
499 3915 10
499 2135 5
499 1806 4
500 3748 9
500 3824 10
500 3866 4
500 2236 9
501 3597 7
501 3421 7
501 608 9
501 227 10
502 1735 10
502 674 10
502 2621 8
502 2742 8
502 2056 7
502 3717 3
502 2211 10
502 2546 2
502 2210 6
502 2756 5
502 268 3
503 2698 2
503 276 4
503 424 4
503 3217 3
503 221 2
504 660 7
504 1626 4
504 2158 10
504 324 7
504 609 3
504 3056 1
505 2207 8
505 1253 7
505 1224 3
505 2636 9
505 3560 6
505 3137 7
505 3178 5
506 3879 3
506 2797 5
506 2394 9
506 550 8
506 3610 2
507 384 7
507 1668 7
507 3456 4
507 1876 5
507 1874 1
508 1244 8
508 3161 6
508 1389 6
508 1097 7
508 743 3
508 3599 9
509 2129 2
509 3620 7
509 858 3
509 3993 4
509 1686 6
509 2561 3
509 3456 7
509 656 6
509 3245 1
510 734 5
510 849 1
511 897 2
511 2861 1
511 1711 8
511 1549 3
512 1081 3
512 1208 6
512 4063 3
512 66 8
512 2047 7
513 2031 6
513 704 3
513 1293 5
513 2441 8
513 2816 9
513 3667 10
513 709 10
513 1702 8
513 3080 9
513 389 7
513 1949 1
514 3887 7
514 1712 2
514 3273 10
514 3876 2
514 1662 6
515 117 10
515 923 6
515 193 2
516 3301 10
516 3128 6
516 2148 5
516 2265 6
516 3990 7
517 2615 3
517 3310 7
517 2775 5
517 3110 10
517 2657 9
518 1001 7
518 1065 1
518 1793 7
518 533 9
518 2986 6
518 2089 9
519 26 3
519 2384 5
519 3568 8
519 969 2
519 3062 3
519 2330 6
519 661 8
519 956 7
520 1684 3
520 448 4
520 2293 1
520 2192 8
520 3401 1
520 1961 2
521 869 3
521 132 9
521 902 9
521 3533 6
522 2493 5
522 2162 2
522 1644 7
522 2240 1
522 2152 6
523 1617 9
523 1023 5
523 1934 10
523 3861 3
523 2532 1
523 2440 2
523 3584 6
524 1317 1
524 1939 8
524 931 7
524 125 4
524 2073 4
524 1806 3
525 2377 2
525 2070 3
525 532 2
525 741 10
525 1092 6
525 2350 1
525 455 5
525 2687 1
526 2664 4
526 3497 4
526 1812 6
526 1456 1
526 394 8
527 3347 3
527 937 10
527 3880 2
527 1317 9
528 3140 4
528 300 8
528 397 1
528 2059 5
528 2476 9
528 1608 1
529 3288 5
529 2640 2
529 1757 3
529 2641 6
529 2603 5
529 2545 2
530 3159 9
530 3387 7
530 3987 8
530 1645 5
530 2049 1
530 2995 1
531 1532 1
531 2478 3
531 2599 7
531 3035 2
531 768 6
532 525 2
532 3308 10
532 246 9
532 1723 5
533 2727 9
533 518 9
533 1222 5
533 677 2
533 1196 2
533 1824 3
534 3310 4
534 1129 5
534 2665 2
534 2004 6
534 862 2
534 1190 2
534 2075 5
534 2657 9
535 2618 7
535 3337 7
535 3113 9
535 1970 4
535 1988 1
535 863 8
535 2625 10
536 147 9
536 1395 6
536 2187 2
536 1039 5
536 1843 6
536 1805 10
537 1913 1
537 2793 9
537 2420 3
538 1987 7
538 1233 8
538 3491 4
538 3761 6
538 2967 2
539 443 3
539 1502 6
539 1586 10
539 99 9
539 2373 7
539 3045 2
539 945 7
540 1145 2
540 658 8
540 682 2
540 2717 2
540 3663 1
540 3178 1
541 1558 10
541 3148 3
541 1159 2
541 968 8
541 3862 8
541 2476 6
541 63 9
541 142 7
541 2412 3
541 2505 3
541 4079 7
542 3113 9
542 1160 8
542 1234 5
542 2604 6
542 3123 4
542 366 3
543 2954 1
543 2298 9
543 3526 7
543 3071 2
544 1579 2
544 3108 10
544 341 10
545 3385 8
546 3201 2
546 4024 3
547 3989 1
547 2840 3
547 803 10
547 1698 8
547 1100 10
547 2982 9
547 1657 7
547 3584 8
548 3626 3
548 1983 1
548 1765 10
548 3843 4
548 3101 10
548 2972 8
548 1692 9
549 1874 4
549 188 2
549 1425 10
549 2366 2
549 3314 1
549 2063 9
549 2354 1
549 2565 4
550 1190 10
550 3072 7
550 945 6
550 2670 10
550 102 3
550 3070 7
550 1750 5
550 506 8
551 3060 2
551 3108 9
551 40 10
551 1995 4
551 2963 2
552 217 6
552 1585 5
552 661 5
552 769 4
552 3476 9
552 1583 7
552 128 4
552 1154 1
552 3485 3
553 276 2
553 2850 4
553 4026 9
553 1551 8
553 3113 3
553 1887 5
553 1895 7
553 653 4
553 960 4
554 4060 9
554 2873 8
554 1374 3
554 2762 2
554 2336 5
554 2954 4
554 3048 7
555 3791 9
555 2818 3
555 2544 9
556 2364 6
556 1081 8
556 1369 3
556 2397 9
556 3635 8
556 3219 2
556 1811 4
557 1532 2
557 2492 4
557 229 9
557 1725 8
557 1608 8
557 257 2
557 486 9
557 2756 5
558 212 8
558 3191 9
558 1855 4
558 3752 8
558 2958 4
559 1134 3
560 3533 3
560 1951 10
560 2131 4
560 2610 9
561 2919 4
561 3949 2
562 3292 2
562 1456 1
562 2276 4
562 3196 5
562 3501 8
563 1020 10
563 1175 5
563 3252 3
563 3757 5
563 2920 4
563 1755 9
563 410 3
564 605 7
564 1207 8
564 2536 5
564 3803 4
564 972 9
564 259 6
564 2712 3
564 1886 6
565 1610 10
565 3107 5
566 100 10
566 1551 1
566 2627 8
566 876 6
566 979 1
567 3767 7
567 1682 4
567 3011 10
567 1346 3
567 4060 2
568 749 2
568 985 4
568 1607 7
568 2158 9
568 219 10
568 1320 10
568 989 8
568 2288 9
568 4002 9
568 3639 3
568 2251 6
568 108 8
569 3571 5
569 1871 4
569 1798 8
569 3303 9
570 830 10
570 204 5
570 2710 4
570 690 1
570 871 2
570 3513 7
571 1718 6
571 1493 8
571 2766 2
571 2847 7
571 3304 4
572 1122 5
572 4016 9
572 3035 3
572 3626 7
573 1202 3
573 2422 2
573 2267 9
573 2837 2
573 1253 10
573 2135 4
573 2592 7
573 895 1
574 497 7
574 258 8
574 2515 9
574 3309 7
574 1945 10
574 279 7
575 807 7
575 750 4
575 2745 7
575 3154 2
576 1091 1
576 55 6
576 3749 2
577 2469 8
577 1771 1
577 434 8
577 935 8
577 3013 3
577 241 10
577 343 3
578 3839 7
578 2967 4
578 2877 9
578 729 1
579 2844 2
579 1627 1
579 1805 6
579 355 3
579 3715 3
579 3513 3
580 294 4
580 3911 8
580 1748 6
580 3890 10
580 1027 1
581 3646 7
581 1210 8
581 3549 3
581 882 4
581 2439 8
581 3578 7
581 606 3
582 3881 6
582 2532 6
582 1396 8
582 3425 10
582 778 8
582 3003 10
582 1838 10
582 1596 5
583 416 8
583 2314 4
583 2755 9
583 2133 6
583 3384 1
583 3039 10
584 2575 8
584 93 7
584 134 10
584 2137 3
584 1431 2
584 1299 6
585 1745 8
585 943 5
585 496 2
585 394 1
585 0 8
585 693 5
585 3931 3
585 3976 10
585 3829 10
585 3181 7
585 1338 5
586 3057 10
586 2894 9
586 2043 1
586 3121 10
586 2248 10
586 1188 8
587 265 8
587 3422 3
588 3565 4
588 649 9
588 2980 1
588 2923 4
588 3570 8
588 357 3
588 442 4
588 1470 4
588 2726 10
588 4003 8
589 1331 5
589 3786 7
589 2368 3
590 3113 8
590 902 3
590 426 8
590 1570 10
590 1944 2
590 4049 7
590 3548 1
591 728 5
591 1047 7
591 3482 10
591 2645 2
591 928 9
591 1986 1
591 209 3
591 2623 2
592 3860 4
592 1380 8
592 4026 7
592 3918 5
593 1051 10
593 3944 3
593 3250 2
593 694 10
593 402 6
593 1707 7
593 4037 10
593 1283 5
593 1261 1
593 104 10
593 2859 1
594 1262 7
594 3877 8
594 466 8
594 122 1
594 3346 9
595 3570 8
595 1921 8
595 3987 3
595 1670 10
595 2598 2
595 3718 10
595 2091 5
595 3745 9
596 1009 5
596 2823 3
596 2506 3
596 2945 4
596 1941 1
596 2372 4
597 833 7
597 2509 4
597 3358 1
597 401 7
597 3688 8
597 3441 4
597 306 9
597 3991 7
598 1636 5
598 789 9
598 3662 6
598 728 2
598 3376 3
598 2619 7
599 3994 8
599 3485 1
599 1844 4
599 2819 3
599 1027 9
600 1267 7
600 2068 4
600 1659 6
600 1878 4
600 3620 8
600 778 3
600 3801 8
601 1354 1
601 1967 5
602 3829 7
602 1123 5
602 3990 9
602 3199 3
602 2923 3
603 1366 1
603 3516 10
604 1228 4
604 1367 4
604 3435 7
604 1213 4
605 564 7
605 3668 7
605 1730 5
605 2317 6
605 1688 4
605 1647 1
605 3429 6
605 1080 4
605 721 1
605 1795 8
606 3204 9
606 3529 8
606 581 3
606 1833 6
607 2435 2
607 3641 4
607 3085 9
607 1569 6
607 2799 6
607 1389 7
607 418 7
607 3103 6
608 2438 6
608 3126 5
608 501 9
608 2675 9
608 750 1
609 504 3
609 372 10
609 1741 4
609 3746 6
610 4075 10
610 2654 8
610 622 10
610 633 5
610 2107 10
610 869 3
611 66 3
611 1724 8
611 2734 7
611 3801 2
611 414 8
612 2164 1
612 2812 2
612 396 9
612 2526 7
612 3088 1
612 277 4
612 3455 4
612 2535 8
612 3039 6
612 2670 3
612 762 3
613 2842 4
613 3746 1
613 1691 4
613 429 4
613 3319 2
613 192 3
613 3180 4
613 3633 10
613 1232 10
613 2420 2
614 622 8
614 1721 1
614 3665 8
614 2476 1
615 2432 5
615 2419 7
615 1778 6
615 2852 8
615 3101 5
615 948 2
616 1896 6
616 311 7
617 3321 8
617 1686 3
617 3126 2
617 2589 5
617 3920 6
617 3499 3
618 404 2
618 1581 6
618 3045 4
618 3363 4
618 481 5
618 3439 8
619 2868 8
619 2306 2
619 1331 1
619 1352 4
620 797 3
620 2136 7
620 2222 5
620 1796 10
620 1541 3
620 144 7
620 3522 1
621 3608 5
621 3480 2
621 423 9
621 1621 1
622 3896 3
622 614 8
622 610 10
622 975 6
622 287 5
622 1651 6
623 4087 7
623 1979 10
623 1406 3
623 2786 2
623 2682 8
623 901 6
623 2356 1
623 1623 9
623 1311 10
624 3431 6
624 873 7
624 2216 4
624 3918 1
625 3801 4
625 2766 8
625 4005 10
625 767 1
625 1933 2
625 1532 3
626 79 5
626 2101 3
626 2366 8
626 412 6
626 2925 9
626 3375 3
626 1773 4
627 4009 8
627 3572 8
627 1512 5
627 1188 2
627 3942 7
627 3366 6
627 1544 6
627 3548 10
627 340 1
627 678 6
628 3557 6
628 922 6
628 3996 5
629 1672 7
629 1910 5
629 1099 2
629 3570 9
629 4029 2
629 3950 6
629 1599 10
629 1841 9
629 3785 5
629 3981 6
629 3063 9
629 986 9
630 347 10
630 1832 5
631 2273 1
631 2509 8
631 2470 5
631 2067 10
631 719 6
631 1269 8
631 2941 1
632 4031 7
632 3032 3
632 2822 5
632 916 7
633 1781 4
633 2107 1
633 3950 2
633 2227 7
633 3153 4
633 610 5
633 913 3
633 403 6
634 340 7
634 3573 10
634 1325 9
634 881 7
634 3903 4
634 799 9
634 1249 8
634 2114 3
635 3648 1
635 4076 4
635 3782 10
635 68 6
636 3936 9
636 2202 9
636 3932 4
636 1467 4
636 2978 5
637 476 4
637 222 9
637 2747 1
637 1227 9
637 1823 8
637 2387 10
637 1440 4
637 2887 10
637 943 4
637 875 5
638 1401 1
638 1615 10
638 3520 2
638 2384 10
638 2884 8
638 3669 5
639 2387 9
639 164 6
639 172 3
639 2510 2
639 2926 9
639 3235 6
640 1881 5
640 1950 7
640 3728 6
640 1128 1
640 417 6
641 836 6
641 149 7
641 1300 6
641 3946 8
641 86 10
641 3291 8
642 1233 3
642 3856 1
642 3118 1
642 1761 1
642 430 5
642 938 6
642 297 4
643 1548 1
643 2995 4
643 1048 3
643 3783 5
643 3499 7
643 3868 2
644 2272 10
644 4007 10
644 3906 10
645 309 3
645 1660 10
645 2925 3
645 2792 7
645 773 4
646 3786 1
646 3468 5
646 2748 1
646 1680 6
646 978 7
647 815 5
647 1632 6
647 291 9
647 3937 1
647 1277 1
647 4071 2
647 3781 5
648 1858 3
648 399 6
648 1108 8
648 3145 6
648 2173 9
648 3652 6
648 1588 4
648 1241 7
648 2724 5
648 2344 6
648 279 2
648 2602 8
649 588 9
649 3281 5
649 742 2
649 3824 3
649 2506 9
649 60 4
649 2815 4
649 3679 1
649 2121 7
650 755 9
650 3033 1
650 1025 3
650 1265 10
651 1513 2
651 1802 3
651 2800 9
651 1695 1
651 229 10
651 466 1
652 126 8
652 4027 5
652 943 7
653 4066 8
653 2329 5
653 3925 2
653 3970 6
653 553 4
653 3589 3
654 1504 10
654 939 2
654 829 8
654 3608 4
655 3197 9
655 1613 4
655 2219 3
655 2744 10
655 296 7
655 3970 6
655 3902 5
655 1915 2
656 3423 4
656 3305 9
656 3303 9
656 1819 5
656 3765 3
656 509 6
657 1146 9
657 2902 6
657 4035 4
657 950 9
657 1946 7
657 3092 3
657 397 3
657 2952 4
657 870 7
658 3611 6
658 2213 10
658 2894 3
658 540 8
658 1944 3
658 1879 8
658 2040 4
658 1552 10
658 2498 2
658 823 4
658 452 8
659 3351 1
659 3025 7
659 3241 5
659 2244 7
659 3168 4
659 2072 6
659 195 5
659 880 6
659 1257 7
659 3455 2
660 504 7
660 1848 2
660 2660 4
660 2317 8
660 1884 3
660 225 4
660 1809 10
661 552 5
661 1112 5
661 340 8
661 3021 2
661 3084 3
661 2140 6
661 519 8
662 1879 2
662 2878 5
662 1785 10
662 1589 2
662 1259 2
662 3609 5
662 2048 10
662 2345 10
663 670 8
663 3944 6
663 1773 9
663 1612 7
663 4076 4
663 2856 9
663 332 9
663 2127 8
664 1091 2
664 3606 6
664 751 3
664 4036 9
664 3866 9
664 1326 3
665 1120 9
665 3361 8
665 417 6
666 1075 2
666 1459 6
666 1269 5
666 3602 5
666 2276 1
666 678 3
667 3846 9
667 206 3
667 1592 5
667 1677 4
667 2752 4
667 2158 1
667 2350 6
667 2931 8
667 2294 1
667 1215 1
668 363 3
668 1423 3
668 1526 10
668 199 1
668 3893 7
669 3443 1
669 2004 1
669 1796 3
669 292 9
669 3030 5
669 1002 7
669 1657 4
669 717 4
669 1567 3
670 663 8
670 4037 10
670 1253 9
670 2510 4
670 1699 4
670 2198 6
671 202 8
671 777 10
671 3846 3
672 2196 5
672 2910 2
672 2246 9
672 3640 9
672 1491 5
672 1503 10
672 1670 4
673 344 7
673 3988 9
674 1347 2
674 502 10
674 2808 3
674 3885 5
675 2786 2
675 267 3
675 3512 3
676 3211 10
676 491 9
676 2175 7
676 2833 3
677 3513 6
677 3403 9
677 973 10
677 1560 3
677 734 4
677 533 2
677 1839 1
678 1926 4
678 2975 1
678 2156 3
678 3377 2
678 2299 4
678 666 3
678 3981 2
678 2857 6
678 627 6
678 34 7
678 3789 7
679 2067 3
679 751 6
679 2819 9
680 1311 9
680 1113 5
680 2389 1
680 2600 9
680 1820 6
680 1090 9
681 3392 3
681 2987 2
681 2031 2
681 2522 2
681 4004 1
681 151 2
681 3816 3
682 2188 6
682 2184 7
682 540 2
682 2076 6
683 3861 10
683 3289 2
683 1024 6
683 2344 1
683 1880 4
683 1704 3
683 395 2
684 3616 3
684 3136 4
684 2388 5
684 3016 3
684 3086 8
684 2745 3
684 2143 7
685 1009 9
685 3566 9
685 155 8
685 330 4
685 3616 3
685 2777 5
685 34 7
686 3824 2
686 58 3
686 1069 9
686 1959 6
686 1326 10
686 121 1
686 39 2
686 708 8
686 433 3
687 2002 3
687 1537 9
